fecha;radsup
2009-03-03;22,57
2009-03-04;12,45
2009-03-05;15,51
2009-03-06;24,29
2009-03-07;17,79
2009-03-08;17,19
2009-03-09;8,05
2009-03-10;9,41
2009-03-11;13,63
2009-03-12;3,71
2009-03-13;2,62
2009-03-14;4,36
2009-03-15;5,91
2009-03-16;3,89
2009-03-17;2,57
2009-03-18;18,33
2009-03-19;8,06
2009-03-20;6,87
2009-03-21;12,03
2009-03-22;3,29
2009-03-23;8,48
2009-03-24;11,75
2009-03-25;18,82
2009-03-26;19,26
2009-03-27;19,15
2009-03-28;13,14
2009-03-29;2,67
2009-03-30;13,02
2009-03-31;10,20
2009-04-01;18,14
