fecha;hrmean
2009-03-03;50,05
2009-03-04;54,76
2009-03-05;91,69
2009-03-06;71,41
2009-03-07;77,62
2009-03-08;74,42
2009-03-09;93,06
2009-03-10;84,24
2009-03-11;98,64
2009-03-12;93,25
2009-03-13;80,63
2009-03-14;91,60
2009-03-15;99,35
2009-03-16;81,42
2009-03-17;91,30
2009-03-18;76,55
2009-03-19;68,18
2009-03-20;67,91
2009-03-21;68,38
2009-03-22;67,40
2009-03-23;82,27
2009-03-24;94,16
2009-03-25;100,06
2009-03-26;99,17
2009-03-27;96,89
2009-03-28;88,93
2009-03-29;75,17
2009-03-30;80,04
2009-03-31;63,54
2009-04-01;75,25
