fecha;hrmean
2009-04-13;32,84
2009-04-14;30,91
2009-04-15;47,43
2009-04-16;41,97
2009-04-17;37,45
2009-04-18;48,79
2009-04-19;65,00
2009-04-20;37,45
2009-04-21;30,82
2009-04-22;62,81
2009-04-23;63,31
2009-04-24;52,84
2009-04-25;94,00
2009-04-26;92,05
2009-04-27;77,92
2009-04-28;79,24
2009-04-29;56,57
2009-04-30;51,70
2009-05-01;57,80
2009-05-02;80,72
2009-05-03;52,12
2009-05-04;43,83
2009-05-05;43,24
2009-05-06;84,39
2009-05-07;93,23
2009-05-08;80,35
2009-05-09;84,41
2009-05-10;71,55
2009-05-11;88,84
2009-05-12;61,73
