fecha;radsup
2009-04-13;16,11
2009-04-14;18,27
2009-04-15;17,54
2009-04-16;3,59
2009-04-17;8,72
2009-04-18;10,73
2009-04-19;3,95
2009-04-20;5,61
2009-04-21;16,41
2009-04-22;18,05
2009-04-23;17,52
2009-04-24;16,33
2009-04-25;16,19
2009-04-26;16,76
2009-04-27;16,30
2009-04-28;7,09
2009-04-29;10,11
2009-04-30;11,28
2009-05-01;13,22
2009-05-02;1,99
2009-05-03;13,50
2009-05-04;15,52
2009-05-05;8,75
2009-05-06;1,93
2009-05-07;15,53
2009-05-08;13,76
2009-05-09;7,89
2009-05-10;8,77
2009-05-11;15,12
2009-05-12;11,10
