fecha;tmin
2009-04-13;289,20
2009-04-14;294,20
2009-04-15;292,20
2009-04-16;289,90
2009-04-17;291,60
2009-04-18;293,10
2009-04-19;293,10
2009-04-20;292,10
2009-04-21;284,50
2009-04-22;286,40
2009-04-23;289,40
2009-04-24;293,20
2009-04-25;289,60
2009-04-26;289,60
2009-04-27;288,20
2009-04-28;289,80
2009-04-29;291,90
2009-04-30;289,00
2009-05-01;287,60
2009-05-02;284,10
2009-05-03;286,50
2009-05-04;287,50
2009-05-05;287,40
2009-05-06;288,10
2009-05-07;291,80
2009-05-08;289,50
2009-05-09;288,20
2009-05-10;283,60
2009-05-11;281,30
2009-05-12;279,20
