fecha;hrmean
2009-04-28;48,28
2009-04-29;42,11
2009-04-30;43,85
2009-05-01;53,48
2009-05-02;54,03
2009-05-03;41,53
2009-05-04;44,68
2009-05-05;79,92
2009-05-06;92,30
2009-05-07;71,33
2009-05-08;66,10
2009-05-09;52,01
2009-05-10;45,60
2009-05-11;45,72
2009-05-12;36,71
2009-05-13;34,46
2009-05-14;39,46
2009-05-15;53,90
2009-05-16;58,24
2009-05-17;65,43
2009-05-18;95,49
2009-05-19;93,06
2009-05-20;89,45
2009-05-21;77,04
2009-05-22;80,04
2009-05-23;78,77
2009-05-24;79,62
2009-05-25;74,60
2009-05-26;71,92
2009-05-27;67,21
