fecha;hrmean
2009-04-28;51,47
2009-04-29;49,96
2009-04-30;44,43
2009-05-01;45,38
2009-05-02;46,31
2009-05-03;43,13
2009-05-04;44,61
2009-05-05;91,20
2009-05-06;82,33
2009-05-07;73,44
2009-05-08;61,95
2009-05-09;49,79
2009-05-10;44,13
2009-05-11;67,46
2009-05-12;58,72
2009-05-13;48,71
2009-05-14;65,54
2009-05-15;76,15
2009-05-16;77,74
2009-05-17;51,30
2009-05-18;37,96
2009-05-19;37,33
2009-05-20;46,77
2009-05-21;48,73
2009-05-22;41,90
2009-05-23;47,91
2009-05-24;78,76
2009-05-25;84,19
2009-05-26;88,34
2009-05-27;96,94
