fecha;radsup
2009-04-28;16,67
2009-04-29;15,68
2009-04-30;16,52
2009-05-01;15,74
2009-05-02;3,31
2009-05-03;10,11
2009-05-04;2,03
2009-05-05;12,46
2009-05-06;15,90
2009-05-07;15,87
2009-05-08;15,77
2009-05-09;15,95
2009-05-10;15,58
2009-05-11;15,39
2009-05-12;15,35
2009-05-13;14,89
2009-05-14;14,47
2009-05-15;11,32
2009-05-16;14,22
2009-05-17;7,12
2009-05-18;14,50
2009-05-19;13,99
2009-05-20;14,07
2009-05-21;13,55
2009-05-22;13,75
2009-05-23;13,86
2009-05-24;14,14
2009-05-25;14,22
2009-05-26;13,21
2009-05-27;5,19
