fecha;tmax
2009-04-28;295,70
2009-04-29;298,40
2009-04-30;303,10
2009-05-01;302,30
2009-05-02;304,80
2009-05-03;299,60
2009-05-04;300,10
2009-05-05;299,40
2009-05-06;301,40
2009-05-07;302,00
2009-05-08;301,30
2009-05-09;303,70
2009-05-10;303,60
2009-05-11;302,40
2009-05-12;303,40
2009-05-13;303,00
2009-05-14;303,30
2009-05-15;303,90
2009-05-16;304,80
2009-05-17;304,30
2009-05-18;297,20
2009-05-19;297,60
2009-05-20;298,60
2009-05-21;295,40
2009-05-22;295,10
2009-05-23;293,40
2009-05-24;293,20
2009-05-25;292,40
2009-05-26;291,40
2009-05-27;288,30
