fecha;tmax
2009-04-28;303,90
2009-04-29;304,70
2009-04-30;302,50
2009-05-01;306,20
2009-05-02;298,80
2009-05-03;303,40
2009-05-04;298,30
2009-05-05;295,30
2009-05-06;297,20
2009-05-07;297,50
2009-05-08;294,20
2009-05-09;298,90
2009-05-10;299,90
2009-05-11;300,00
2009-05-12;301,00
2009-05-13;303,10
2009-05-14;303,00
2009-05-15;303,10
2009-05-16;303,30
2009-05-17;297,20
2009-05-18;295,60
2009-05-19;298,20
2009-05-20;299,20
2009-05-21;300,70
2009-05-22;301,70
2009-05-23;302,60
2009-05-24;301,90
2009-05-25;302,50
2009-05-26;303,70
2009-05-27;302,50
