fecha;radsup
2009-04-28;4,35
2009-04-29;6,61
2009-04-30;15,81
2009-05-01;8,64
2009-05-02;5,84
2009-05-03;3,94
2009-05-04;13,14
2009-05-05;11,50
2009-05-06;15,23
2009-05-07;15,31
2009-05-08;15,57
2009-05-09;15,29
2009-05-10;15,27
2009-05-11;15,35
2009-05-12;15,33
2009-05-13;15,11
2009-05-14;15,10
2009-05-15;14,81
2009-05-16;14,74
2009-05-17;10,94
2009-05-18;12,92
2009-05-19;13,57
2009-05-20;5,12
2009-05-21;3,69
2009-05-22;1,96
2009-05-23;3,27
2009-05-24;1,64
2009-05-25;0,52
2009-05-26;9,06
2009-05-27;1,50
