fecha;tmin
2003-03-24;291,30
2003-03-25;292,00
2003-03-26;291,50
2003-03-27;292,30
2003-03-28;294,10
2003-03-29;295,90
2003-03-30;298,40
2003-03-31;290,80
2003-04-01;288,80
2003-04-02;285,90
2003-04-03;284,50
2003-04-04;286,40
2003-04-05;289,20
2003-04-06;288,10
2003-04-07;290,30
2003-04-08;294,10
2003-04-09;294,60
2003-04-10;294,60
2003-04-11;294,50
2003-04-12;293,70
2003-04-13;291,30
2003-04-14;291,70
2003-04-15;293,30
2003-04-16;290,40
2003-04-17;290,10
2003-04-18;291,90
2003-04-19;294,10
2003-04-20;295,20
2003-04-21;288,10
2003-04-22;285,70
