fecha;hrmean
2003-03-24;82,22
2003-03-25;79,00
2003-03-26;77,06
2003-03-27;73,59
2003-03-28;65,91
2003-03-29;62,94
2003-03-30;58,13
2003-03-31;90,72
2003-04-01;85,04
2003-04-02;70,10
2003-04-03;66,67
2003-04-04;71,86
2003-04-05;73,80
2003-04-06;77,20
2003-04-07;79,25
2003-04-08;78,93
2003-04-09;87,83
2003-04-10;92,14
2003-04-11;76,41
2003-04-12;82,05
2003-04-13;64,21
2003-04-14;56,46
2003-04-15;59,30
2003-04-16;61,32
2003-04-17;71,07
2003-04-18;86,49
2003-04-19;86,35
2003-04-20;99,03
2003-04-21;78,58
2003-04-22;68,25
