fecha;hrmean
2003-03-24;79,12
2003-03-25;70,53
2003-03-26;68,07
2003-03-27;63,09
2003-03-28;59,56
2003-03-29;58,02
2003-03-30;73,08
2003-03-31;98,27
2003-04-01;94,91
2003-04-02;95,38
2003-04-03;86,82
2003-04-04;93,44
2003-04-05;96,26
2003-04-06;76,09
2003-04-07;81,57
2003-04-08;80,42
2003-04-09;78,07
2003-04-10;76,49
2003-04-11;80,46
2003-04-12;84,36
2003-04-13;84,10
2003-04-14;81,27
2003-04-15;79,33
2003-04-16;70,44
2003-04-17;66,03
2003-04-18;64,87
2003-04-19;61,39
2003-04-20;64,93
2003-04-21;93,42
2003-04-22;97,32
