fecha;tmax
2003-03-24;297,90
2003-03-25;301,90
2003-03-26;302,90
2003-03-27;305,80
2003-03-28;306,80
2003-03-29;307,30
2003-03-30;303,60
2003-03-31;292,60
2003-04-01;296,40
2003-04-02;296,40
2003-04-03;297,10
2003-04-04;298,60
2003-04-05;293,40
2003-04-06;303,50
2003-04-07;304,40
2003-04-08;296,90
2003-04-09;291,30
2003-04-10;289,50
2003-04-11;294,30
2003-04-12;295,60
2003-04-13;296,40
2003-04-14;296,20
2003-04-15;293,60
2003-04-16;295,20
2003-04-17;294,20
2003-04-18;296,70
2003-04-19;296,90
2003-04-20;299,00
2003-04-21;300,40
2003-04-22;300,70
