fecha;tmin
2003-03-24;292,60
2003-03-25;294,00
2003-03-26;294,00
2003-03-27;295,00
2003-03-28;294,70
2003-03-29;293,20
2003-03-30;289,70
2003-03-31;287,30
2003-04-01;287,20
2003-04-02;289,10
2003-04-03;291,10
2003-04-04;288,10
2003-04-05;285,90
2003-04-06;284,00
2003-04-07;283,90
2003-04-08;286,90
2003-04-09;288,40
2003-04-10;289,60
2003-04-11;291,30
2003-04-12;291,20
2003-04-13;292,50
2003-04-14;294,20
2003-04-15;290,70
2003-04-16;286,00
2003-04-17;284,70
2003-04-18;289,90
2003-04-19;284,60
2003-04-20;281,30
2003-04-21;281,70
2003-04-22;284,30
