fecha;tmin
2008-12-03;288,90
2008-12-04;287,60
2008-12-05;288,50
2008-12-06;289,50
2008-12-07;291,00
2008-12-08;296,20
2008-12-09;290,50
2008-12-10;294,80
2008-12-11;292,90
2008-12-12;293,20
2008-12-13;298,60
2008-12-14;299,00
2008-12-15;300,60
2008-12-16;301,80
2008-12-17;303,00
2008-12-18;297,40
2008-12-19;290,60
2008-12-20;289,00
2008-12-21;288,00
2008-12-22;290,20
2008-12-23;290,60
2008-12-24;291,90
2008-12-25;294,00
2008-12-26;298,10
2008-12-27;296,50
2008-12-28;291,40
2008-12-29;293,70
2008-12-30;298,30
2008-12-31;297,90
2009-01-01;296,70
