fecha;hrmean
2008-12-03;39,99
2008-12-04;41,67
2008-12-05;41,82
2008-12-06;35,48
2008-12-07;34,90
2008-12-08;32,65
2008-12-09;34,93
2008-12-10;35,98
2008-12-11;35,55
2008-12-12;39,17
2008-12-13;41,65
2008-12-14;43,81
2008-12-15;31,24
2008-12-16;26,94
2008-12-17;25,18
2008-12-18;22,70
2008-12-19;24,33
2008-12-20;33,47
2008-12-21;33,05
2008-12-22;30,34
2008-12-23;37,22
2008-12-24;81,74
2008-12-25;51,06
2008-12-26;48,14
2008-12-27;79,72
2008-12-28;56,86
2008-12-29;46,23
2008-12-30;76,05
2008-12-31;92,78
2009-01-01;63,66
