fecha;hrmean
2008-12-03;42,37
2008-12-04;41,78
2008-12-05;42,69
2008-12-06;35,98
2008-12-07;35,02
2008-12-08;35,48
2008-12-09;63,25
2008-12-10;42,31
2008-12-11;35,13
2008-12-12;32,19
2008-12-13;38,61
2008-12-14;36,13
2008-12-15;45,92
2008-12-16;52,41
2008-12-17;65,91
2008-12-18;84,60
2008-12-19;57,00
2008-12-20;46,17
2008-12-21;40,13
2008-12-22;41,34
2008-12-23;38,34
2008-12-24;36,88
2008-12-25;36,97
2008-12-26;30,87
2008-12-27;34,32
2008-12-28;53,29
2008-12-29;33,96
2008-12-30;42,38
2008-12-31;36,61
2009-01-01;57,63
