fecha;hrmean
2008-12-03;41,75
2008-12-04;40,82
2008-12-05;41,80
2008-12-06;36,16
2008-12-07;35,30
2008-12-08;34,26
2008-12-09;35,05
2008-12-10;31,28
2008-12-11;31,02
2008-12-12;32,01
2008-12-13;30,61
2008-12-14;34,66
2008-12-15;89,57
2008-12-16;79,05
2008-12-17;60,29
2008-12-18;51,51
2008-12-19;49,18
2008-12-20;79,99
2008-12-21;73,40
2008-12-22;56,87
2008-12-23;50,97
2008-12-24;45,90
2008-12-25;48,39
2008-12-26;50,04
2008-12-27;49,69
2008-12-28;66,38
2008-12-29;49,17
2008-12-30;33,46
2008-12-31;43,00
2009-01-01;45,73
