fecha;hrmean
2008-12-03;40,83
2008-12-04;40,37
2008-12-05;41,36
2008-12-06;35,54
2008-12-07;36,95
2008-12-08;40,02
2008-12-09;67,31
2008-12-10;38,63
2008-12-11;43,59
2008-12-12;42,42
2008-12-13;42,17
2008-12-14;45,12
2008-12-15;41,93
2008-12-16;41,48
2008-12-17;98,02
2008-12-18;54,00
2008-12-19;50,84
2008-12-20;59,43
2008-12-21;53,38
2008-12-22;52,52
2008-12-23;53,69
2008-12-24;49,24
2008-12-25;47,21
2008-12-26;47,30
2008-12-27;50,36
2008-12-28;84,07
2008-12-29;92,20
2008-12-30;63,42
2008-12-31;45,50
2009-01-01;50,95
