fecha;tmin
2003-01-20;296,30
2003-01-21;297,70
2003-01-22;296,20
2003-01-23;296,20
2003-01-24;295,00
2003-01-25;295,10
2003-01-26;296,70
2003-01-27;299,60
2003-01-28;297,10
2003-01-29;294,40
2003-01-30;298,20
2003-01-31;298,10
2003-02-01;299,40
2003-02-02;301,00
2003-02-03;299,90
2003-02-04;299,40
2003-02-05;298,90
2003-02-06;299,00
2003-02-07;300,40
2003-02-08;299,10
2003-02-09;299,60
2003-02-10;303,40
2003-02-11;300,20
2003-02-12;303,40
2003-02-13;303,80
2003-02-14;300,90
2003-02-15;300,10
2003-02-16;299,70
2003-02-17;300,40
2003-02-18;298,70
