fecha;tmax
2003-01-20;312,10
2003-01-21;305,70
2003-01-22;304,50
2003-01-23;299,90
2003-01-24;298,50
2003-01-25;299,40
2003-01-26;301,00
2003-01-27;299,00
2003-01-28;301,00
2003-01-29;300,50
2003-01-30;306,00
2003-01-31;307,20
2003-02-01;305,80
2003-02-02;306,20
2003-02-03;300,80
2003-02-04;298,90
2003-02-05;292,70
2003-02-06;295,10
2003-02-07;299,80
2003-02-08;305,80
2003-02-09;306,40
2003-02-10;307,70
2003-02-11;307,00
2003-02-12;308,30
2003-02-13;308,50
2003-02-14;305,50
2003-02-15;303,70
2003-02-16;300,20
2003-02-17;301,40
2003-02-18;302,40
