fecha;hrmean
2003-01-20;86,58
2003-01-21;96,72
2003-01-22;86,24
2003-01-23;90,35
2003-01-24;69,69
2003-01-25;70,91
2003-01-26;76,30
2003-01-27;76,76
2003-01-28;70,35
2003-01-29;64,90
2003-01-30;61,25
2003-01-31;56,25
2003-02-01;56,73
2003-02-02;51,35
2003-02-03;70,00
2003-02-04;78,99
2003-02-05;80,96
2003-02-06;80,06
2003-02-07;62,53
2003-02-08;55,74
2003-02-09;61,80
2003-02-10;73,57
2003-02-11;58,15
2003-02-12;59,10
2003-02-13;61,71
2003-02-14;50,80
2003-02-15;90,01
2003-02-16;73,87
2003-02-17;69,26
2003-02-18;68,92
