fecha;tmax
2003-01-20;306,80
2003-01-21;307,10
2003-01-22;303,70
2003-01-23;305,00
2003-01-24;302,60
2003-01-25;308,50
2003-01-26;307,20
2003-01-27;304,40
2003-01-28;300,40
2003-01-29;302,20
2003-01-30;303,50
2003-01-31;310,20
2003-02-01;310,60
2003-02-02;309,80
2003-02-03;310,40
2003-02-04;311,90
2003-02-05;312,80
2003-02-06;311,80
2003-02-07;313,00
2003-02-08;311,80
2003-02-09;311,70
2003-02-10;313,30
2003-02-11;312,70
2003-02-12;311,00
2003-02-13;311,30
2003-02-14;306,10
2003-02-15;303,70
2003-02-16;307,80
2003-02-17;308,00
2003-02-18;307,30
