fecha;hrmean
2003-01-20;84,27
2003-01-21;67,82
2003-01-22;61,53
2003-01-23;62,70
2003-01-24;69,53
2003-01-25;64,70
2003-01-26;54,73
2003-01-27;54,01
2003-01-28;61,00
2003-01-29;59,38
2003-01-30;55,99
2003-01-31;54,36
2003-02-01;53,87
2003-02-02;48,62
2003-02-03;51,68
2003-02-04;51,40
2003-02-05;46,16
2003-02-06;42,93
2003-02-07;39,18
2003-02-08;40,24
2003-02-09;40,74
2003-02-10;36,78
2003-02-11;36,95
2003-02-12;40,98
2003-02-13;42,91
2003-02-14;73,18
2003-02-15;54,95
2003-02-16;47,51
2003-02-17;60,96
2003-02-18;64,96
