fecha;hrmean
2003-01-20;88,36
2003-01-21;85,13
2003-01-22;77,46
2003-01-23;68,45
2003-01-24;81,86
2003-01-25;87,78
2003-01-26;84,89
2003-01-27;82,08
2003-01-28;81,45
2003-01-29;88,64
2003-01-30;79,48
2003-01-31;69,13
2003-02-01;67,57
2003-02-02;70,44
2003-02-03;72,75
2003-02-04;77,51
2003-02-05;72,36
2003-02-06;74,25
2003-02-07;80,45
2003-02-08;85,67
2003-02-09;83,64
2003-02-10;87,25
2003-02-11;84,16
2003-02-12;94,51
2003-02-13;95,71
2003-02-14;81,94
2003-02-15;77,86
2003-02-16;72,15
2003-02-17;69,03
2003-02-18;67,57
