fecha;tmax
2003-01-20;306,70
2003-01-21;301,90
2003-01-22;304,60
2003-01-23;301,40
2003-01-24;301,10
2003-01-25;306,30
2003-01-26;308,00
2003-01-27;308,60
2003-01-28;308,90
2003-01-29;310,00
2003-01-30;307,30
2003-01-31;308,80
2003-02-01;302,70
2003-02-02;310,60
2003-02-03;310,70
2003-02-04;312,50
2003-02-05;311,90
2003-02-06;309,60
2003-02-07;310,60
2003-02-08;307,40
2003-02-09;308,20
2003-02-10;310,50
2003-02-11;307,90
2003-02-12;308,70
2003-02-13;308,80
2003-02-14;304,50
2003-02-15;300,00
2003-02-16;306,60
2003-02-17;307,10
2003-02-18;308,50
