fecha;radsup
2003-01-20;11,28
2003-01-21;6,84
2003-01-22;18,23
2003-01-23;17,37
2003-01-24;26,61
2003-01-25;28,81
2003-01-26;28,47
2003-01-27;27,75
2003-01-28;27,66
2003-01-29;27,65
2003-01-30;27,62
2003-01-31;27,68
2003-02-01;19,78
2003-02-02;17,20
2003-02-03;22,41
2003-02-04;16,91
2003-02-05;25,06
2003-02-06;26,27
2003-02-07;26,07
2003-02-08;25,89
2003-02-09;26,20
2003-02-10;20,40
2003-02-11;25,81
2003-02-12;5,73
2003-02-13;25,52
2003-02-14;24,55
2003-02-15;6,87
2003-02-16;12,87
2003-02-17;24,09
2003-02-18;18,84
