fecha;precip
2003-01-20;17,04
2003-01-21;46,76
2003-01-22;0,15
2003-01-23;109,23
2003-01-24;0,00
2003-01-25;0,02
2003-01-26;8,68
2003-01-27;2,55
2003-01-28;0,00
2003-01-29;7,88
2003-01-30;0,00
2003-01-31;8,40
2003-02-01;5,01
2003-02-02;6,63
2003-02-03;15,53
2003-02-04;0,00
2003-02-05;1,58
2003-02-06;6,96
2003-02-07;4,54
2003-02-08;0,00
2003-02-09;0,00
2003-02-10;0,82
2003-02-11;0,19
2003-02-12;0,00
2003-02-13;0,00
2003-02-14;0,00
2003-02-15;12,59
2003-02-16;10,15
2003-02-17;1,94
2003-02-18;43,29
