fecha;precip
2009-01-28;8,47
2009-01-29;0,00
2009-01-30;0,00
2009-01-31;78,04
2009-02-01;69,81
2009-02-02;1,08
2009-02-03;0,32
2009-02-04;0,50
2009-02-05;0,28
2009-02-06;0,73
2009-02-07;0,00
2009-02-08;1,36
2009-02-09;25,42
2009-02-10;22,70
2009-02-11;0,02
2009-02-12;0,00
2009-02-13;0,35
2009-02-14;38,28
2009-02-15;19,20
2009-02-16;5,34
2009-02-17;0,39
2009-02-18;0,56
2009-02-19;11,51
2009-02-20;2,01
2009-02-21;0,04
2009-02-22;0,00
2009-02-23;0,00
2009-02-24;0,00
2009-02-25;0,00
2009-02-26;1,08
