fecha;precip
2009-01-28;0,56
2009-01-29;0,00
2009-01-30;0,00
2009-01-31;0,00
2009-02-01;0,00
2009-02-02;9,33
2009-02-03;40,65
2009-02-04;28,79
2009-02-05;40,02
2009-02-06;42,27
2009-02-07;26,35
2009-02-08;0,24
2009-02-09;36,61
2009-02-10;6,91
2009-02-11;0,00
2009-02-12;0,00
2009-02-13;0,00
2009-02-14;11,04
2009-02-15;17,17
2009-02-16;44,28
2009-02-17;3,11
2009-02-18;3,48
2009-02-19;0,00
2009-02-20;0,00
2009-02-21;3,33
2009-02-22;1,04
2009-02-23;0,91
2009-02-24;5,53
2009-02-25;0,11
2009-02-26;0,00
