fecha;precip
2009-01-28;1,53
2009-01-29;0,00
2009-01-30;0,00
2009-01-31;0,30
2009-02-01;10,65
2009-02-02;39,55
2009-02-03;0,00
2009-02-04;0,45
2009-02-05;2,29
2009-02-06;0,00
2009-02-07;0,00
2009-02-08;0,00
2009-02-09;23,22
2009-02-10;99,06
2009-02-11;0,50
2009-02-12;0,76
2009-02-13;0,09
2009-02-14;49,87
2009-02-15;1,17
2009-02-16;0,37
2009-02-17;13,48
2009-02-18;0,58
2009-02-19;1,66
2009-02-20;40,65
2009-02-21;0,02
2009-02-22;0,26
2009-02-23;0,00
2009-02-24;0,00
2009-02-25;0,48
2009-02-26;0,02
