fecha;precip
2009-01-28;4,10
2009-01-29;0,30
2009-01-30;0,00
2009-01-31;1,19
2009-02-01;31,88
2009-02-02;36,61
2009-02-03;7,34
2009-02-04;3,46
2009-02-05;54,04
2009-02-06;13,78
2009-02-07;60,67
2009-02-08;0,00
2009-02-09;0,00
2009-02-10;0,00
2009-02-11;0,02
2009-02-12;17,56
2009-02-13;36,78
2009-02-14;0,00
2009-02-15;12,85
2009-02-16;19,12
2009-02-17;0,00
2009-02-18;0,00
2009-02-19;0,00
2009-02-20;0,00
2009-02-21;2,68
2009-02-22;12,64
2009-02-23;17,84
2009-02-24;12,83
2009-02-25;5,46
2009-02-26;0,00
