fecha;radsup
2009-01-28;18,99
2009-01-29;22,67
2009-01-30;27,32
2009-01-31;26,37
2009-02-01;23,63
2009-02-02;9,56
2009-02-03;3,79
2009-02-04;3,74
2009-02-05;3,72
2009-02-06;4,09
2009-02-07;6,34
2009-02-08;16,84
2009-02-09;10,15
2009-02-10;9,10
2009-02-11;27,51
2009-02-12;27,23
2009-02-13;25,78
2009-02-14;8,85
2009-02-15;5,43
2009-02-16;8,26
2009-02-17;23,15
2009-02-18;24,34
2009-02-19;24,94
2009-02-20;24,41
2009-02-21;17,04
2009-02-22;23,52
2009-02-23;6,21
2009-02-24;15,89
2009-02-25;21,44
2009-02-26;22,67
