fecha;tmax
2009-01-28;310,90
2009-01-29;311,10
2009-01-30;315,70
2009-01-31;319,40
2009-02-01;311,80
2009-02-02;306,60
2009-02-03;299,30
2009-02-04;302,80
2009-02-05;309,60
2009-02-06;310,50
2009-02-07;311,80
2009-02-08;303,90
2009-02-09;302,50
2009-02-10;304,20
2009-02-11;304,00
2009-02-12;299,20
2009-02-13;301,10
2009-02-14;299,80
2009-02-15;299,00
2009-02-16;300,60
2009-02-17;300,70
2009-02-18;303,90
2009-02-19;310,50
2009-02-20;308,60
2009-02-21;303,80
2009-02-22;301,60
2009-02-23;311,30
2009-02-24;304,40
2009-02-25;304,00
2009-02-26;309,50
