fecha;tmax
2009-01-28;310,00
2009-01-29;309,10
2009-01-30;312,60
2009-01-31;313,20
2009-02-01;312,50
2009-02-02;307,60
2009-02-03;300,60
2009-02-04;300,00
2009-02-05;298,80
2009-02-06;297,90
2009-02-07;297,20
2009-02-08;303,00
2009-02-09;305,20
2009-02-10;299,70
2009-02-11;297,60
2009-02-12;300,30
2009-02-13;305,30
2009-02-14;301,30
2009-02-15;299,80
2009-02-16;298,90
2009-02-17;303,80
2009-02-18;303,40
2009-02-19;302,50
2009-02-20;304,20
2009-02-21;305,10
2009-02-22;305,90
2009-02-23;300,70
2009-02-24;303,70
2009-02-25;307,70
2009-02-26;306,40
