fecha;hrmean
2009-01-28;65,92
2009-01-29;49,79
2009-01-30;39,68
2009-01-31;43,85
2009-02-01;68,53
2009-02-02;94,32
2009-02-03;77,29
2009-02-04;79,43
2009-02-05;79,00
2009-02-06;56,93
2009-02-07;48,51
2009-02-08;48,22
2009-02-09;59,74
2009-02-10;97,42
2009-02-11;81,43
2009-02-12;81,53
2009-02-13;82,24
2009-02-14;96,01
2009-02-15;90,71
2009-02-16;88,64
2009-02-17;94,90
2009-02-18;82,69
2009-02-19;78,31
2009-02-20;95,27
2009-02-21;90,86
2009-02-22;84,21
2009-02-23;70,91
2009-02-24;60,05
2009-02-25;55,86
2009-02-26;60,01
