fecha;tmax
2008-12-22;317,40
2008-12-23;307,70
2008-12-24;314,30
2008-12-25;309,70
2008-12-26;306,40
2008-12-27;309,60
2008-12-28;305,50
2008-12-29;302,50
2008-12-30;300,70
2008-12-31;304,60
2009-01-01;304,00
2009-01-02;307,80
2009-01-03;309,40
2009-01-04;310,70
2009-01-05;313,00
2009-01-06;308,20
2009-01-07;300,70
2009-01-08;298,50
2009-01-09;306,20
2009-01-10;305,00
2009-01-11;305,70
2009-01-12;306,80
2009-01-13;308,70
2009-01-14;310,60
2009-01-15;309,30
2009-01-16;309,80
2009-01-17;311,40
2009-01-18;310,30
2009-01-19;309,40
2009-01-20;310,80
