fecha;precip
2008-12-22;0,56
2008-12-23;7,30
2008-12-24;6,31
2008-12-25;1,45
2008-12-26;13,11
2008-12-27;0,00
2008-12-28;0,00
2008-12-29;0,32
2008-12-30;0,00
2008-12-31;0,11
2009-01-01;0,06
2009-01-02;0,00
2009-01-03;0,00
2009-01-04;0,06
2009-01-05;0,00
2009-01-06;0,58
2009-01-07;0,02
2009-01-08;4,51
2009-01-09;108,86
2009-01-10;0,43
2009-01-11;14,75
2009-01-12;3,02
2009-01-13;0,00
2009-01-14;78,69
2009-01-15;0,00
2009-01-16;26,52
2009-01-17;55,73
2009-01-18;0,78
2009-01-19;2,74
2009-01-20;9,29
