fecha;tmin
2008-12-22;304,00
2008-12-23;297,30
2008-12-24;295,40
2008-12-25;295,40
2008-12-26;296,10
2008-12-27;295,60
2008-12-28;293,00
2008-12-29;296,40
2008-12-30;299,20
2008-12-31;298,70
2009-01-01;294,10
2009-01-02;295,30
2009-01-03;288,20
2009-01-04;286,80
2009-01-05;292,20
2009-01-06;292,50
2009-01-07;293,00
2009-01-08;294,00
2009-01-09;298,50
2009-01-10;293,30
2009-01-11;294,50
2009-01-12;298,50
2009-01-13;294,80
2009-01-14;295,90
2009-01-15;297,00
2009-01-16;300,10
2009-01-17;302,30
2009-01-18;303,30
2009-01-19;304,70
2009-01-20;304,30
