fecha;hrmean
2008-12-22;29,84
2008-12-23;69,96
2008-12-24;73,47
2008-12-25;63,93
2008-12-26;74,72
2008-12-27;39,97
2008-12-28;45,32
2008-12-29;44,18
2008-12-30;52,50
2008-12-31;55,49
2009-01-01;56,23
2009-01-02;43,90
2009-01-03;36,22
2009-01-04;42,67
2009-01-05;38,09
2009-01-06;46,65
2009-01-07;55,12
2009-01-08;57,84
2009-01-09;96,37
2009-01-10;79,49
2009-01-11;92,49
2009-01-12;87,16
2009-01-13;55,21
2009-01-14;86,53
2009-01-15;70,62
2009-01-16;93,03
2009-01-17;99,42
2009-01-18;92,69
2009-01-19;86,34
2009-01-20;92,19
