fecha;tmax
2003-03-17;299,60
2003-03-18;303,00
2003-03-19;305,10
2003-03-20;307,20
2003-03-21;298,90
2003-03-22;296,70
2003-03-23;298,80
2003-03-24;300,40
2003-03-25;301,10
2003-03-26;304,40
2003-03-27;307,30
2003-03-28;308,20
2003-03-29;306,40
2003-03-30;299,30
2003-03-31;293,70
2003-04-01;290,70
2003-04-02;294,90
2003-04-03;302,00
2003-04-04;300,30
2003-04-05;296,90
2003-04-06;301,20
2003-04-07;304,50
2003-04-08;304,70
2003-04-09;301,40
2003-04-10;303,20
2003-04-11;299,30
2003-04-12;301,50
2003-04-13;299,10
2003-04-14;300,10
2003-04-15;301,50
