fecha;radsup
2003-03-17;22,80
2003-03-18;22,43
2003-03-19;20,54
2003-03-20;9,02
2003-03-21;10,73
2003-03-22;20,90
2003-03-23;21,32
2003-03-24;17,75
2003-03-25;20,32
2003-03-26;19,97
2003-03-27;14,23
2003-03-28;6,40
2003-03-29;5,67
2003-03-30;18,46
2003-03-31;14,22
2003-04-01;4,11
2003-04-02;19,37
2003-04-03;10,66
2003-04-04;9,14
2003-04-05;16,90
2003-04-06;16,94
2003-04-07;19,42
2003-04-08;17,78
2003-04-09;17,23
2003-04-10;18,49
2003-04-11;14,46
2003-04-12;17,85
2003-04-13;6,77
2003-04-14;1,37
2003-04-15;10,97
