fecha;radsup
2003-03-17;23,30
2003-03-18;22,92
2003-03-19;22,19
2003-03-20;18,53
2003-03-21;8,88
2003-03-22;22,47
2003-03-23;20,22
2003-03-24;19,15
2003-03-25;18,41
2003-03-26;18,90
2003-03-27;19,21
2003-03-28;18,90
2003-03-29;13,61
2003-03-30;1,69
2003-03-31;8,38
2003-04-01;18,12
2003-04-02;18,59
2003-04-03;14,06
2003-04-04;14,39
2003-04-05;18,76
2003-04-06;19,15
2003-04-07;17,28
2003-04-08;1,09
2003-04-09;2,32
2003-04-10;8,59
2003-04-11;12,94
2003-04-12;14,43
2003-04-13;5,46
2003-04-14;19,03
2003-04-15;18,63
