fecha;tmax
2003-03-17;296,20
2003-03-18;304,60
2003-03-19;304,30
2003-03-20;307,10
2003-03-21;304,40
2003-03-22;298,10
2003-03-23;300,10
2003-03-24;303,50
2003-03-25;306,60
2003-03-26;304,70
2003-03-27;298,40
2003-03-28;299,50
2003-03-29;295,40
2003-03-30;299,00
2003-03-31;301,40
2003-04-01;299,60
2003-04-02;299,40
2003-04-03;300,40
2003-04-04;302,40
2003-04-05;300,80
2003-04-06;301,40
2003-04-07;300,30
2003-04-08;296,90
2003-04-09;289,80
2003-04-10;292,10
2003-04-11;294,40
2003-04-12;297,20
2003-04-13;298,00
2003-04-14;297,90
2003-04-15;296,60
