fecha;hrmean
2003-03-17;79,43
2003-03-18;83,40
2003-03-19;83,39
2003-03-20;74,50
2003-03-21;81,91
2003-03-22;87,86
2003-03-23;74,17
2003-03-24;76,70
2003-03-25;78,90
2003-03-26;75,27
2003-03-27;94,75
2003-03-28;97,08
2003-03-29;98,46
2003-03-30;98,71
2003-03-31;79,07
2003-04-01;73,45
2003-04-02;77,37
2003-04-03;81,51
2003-04-04;75,34
2003-04-05;82,75
2003-04-06;66,35
2003-04-07;73,14
2003-04-08;74,14
2003-04-09;72,71
2003-04-10;70,07
2003-04-11;71,55
2003-04-12;66,79
2003-04-13;67,87
2003-04-14;79,69
2003-04-15;89,60
