fecha;radsup
2003-03-17;22,81
2003-03-18;22,37
2003-03-19;21,80
2003-03-20;19,29
2003-03-21;21,31
2003-03-22;21,96
2003-03-23;14,63
2003-03-24;17,68
2003-03-25;20,81
2003-03-26;21,11
2003-03-27;20,86
2003-03-28;15,91
2003-03-29;16,37
2003-03-30;20,25
2003-03-31;18,26
2003-04-01;20,14
2003-04-02;19,66
2003-04-03;18,68
2003-04-04;18,84
2003-04-05;18,87
2003-04-06;16,55
2003-04-07;17,22
2003-04-08;4,07
2003-04-09;17,03
2003-04-10;19,35
2003-04-11;17,88
2003-04-12;18,95
2003-04-13;19,32
2003-04-14;11,02
2003-04-15;8,31
