fecha;tmax
2003-03-17;295,90
2003-03-18;302,50
2003-03-19;304,40
2003-03-20;306,40
2003-03-21;299,90
2003-03-22;299,70
2003-03-23;300,90
2003-03-24;304,60
2003-03-25;306,30
2003-03-26;308,00
2003-03-27;305,70
2003-03-28;298,50
2003-03-29;297,50
2003-03-30;301,90
2003-03-31;305,60
2003-04-01;302,20
2003-04-02;293,00
2003-04-03;291,20
2003-04-04;295,00
2003-04-05;295,60
2003-04-06;294,50
2003-04-07;295,10
2003-04-08;300,30
2003-04-09;298,90
2003-04-10;297,00
2003-04-11;303,60
2003-04-12;303,80
2003-04-13;300,80
2003-04-14;298,60
2003-04-15;296,80
