fecha;tmax
2003-03-17;298,30
2003-03-18;300,30
2003-03-19;303,90
2003-03-20;305,80
2003-03-21;301,00
2003-03-22;301,50
2003-03-23;302,00
2003-03-24;302,90
2003-03-25;304,00
2003-03-26;305,10
2003-03-27;303,90
2003-03-28;297,90
2003-03-29;298,10
2003-03-30;297,20
2003-03-31;297,60
2003-04-01;293,90
2003-04-02;295,80
2003-04-03;295,30
2003-04-04;297,60
2003-04-05;297,80
2003-04-06;299,60
2003-04-07;300,90
2003-04-08;303,50
2003-04-09;302,70
2003-04-10;303,70
2003-04-11;297,40
2003-04-12;295,70
2003-04-13;295,40
2003-04-14;296,30
2003-04-15;295,80
