fecha;hrmean
2003-03-17;89,74
2003-03-18;85,70
2003-03-19;84,79
2003-03-20;79,46
2003-03-21;86,12
2003-03-22;86,24
2003-03-23;83,85
2003-03-24;81,89
2003-03-25;80,66
2003-03-26;88,83
2003-03-27;91,97
2003-03-28;74,14
2003-03-29;98,49
2003-03-30;96,16
2003-03-31;84,00
2003-04-01;79,49
2003-04-02;77,04
2003-04-03;77,00
2003-04-04;86,56
2003-04-05;96,07
2003-04-06;96,06
2003-04-07;95,81
2003-04-08;95,78
2003-04-09;82,15
2003-04-10;82,34
2003-04-11;88,63
2003-04-12;88,63
2003-04-13;91,04
2003-04-14;88,82
2003-04-15;82,36
