fecha;radsup
2008-12-01;9,59
2008-12-02;11,40
2008-12-03;29,78
2008-12-04;29,81
2008-12-05;29,22
2008-12-06;20,80
2008-12-07;21,41
2008-12-08;14,34
2008-12-09;16,95
2008-12-10;29,96
2008-12-11;30,72
2008-12-12;29,58
2008-12-13;29,13
2008-12-14;10,73
2008-12-15;3,78
2008-12-16;21,05
2008-12-17;28,79
2008-12-18;26,78
2008-12-19;28,02
2008-12-20;27,88
2008-12-21;27,94
2008-12-22;25,80
2008-12-23;28,24
2008-12-24;10,51
2008-12-25;26,96
2008-12-26;28,23
2008-12-27;29,18
2008-12-28;27,55
2008-12-29;26,30
2008-12-30;29,38
