fecha;hrmean
2008-12-01;57,90
2008-12-02;47,67
2008-12-03;48,49
2008-12-04;49,77
2008-12-05;45,09
2008-12-06;41,96
2008-12-07;38,95
2008-12-08;80,28
2008-12-09;54,80
2008-12-10;52,86
2008-12-11;47,17
2008-12-12;57,96
2008-12-13;53,86
2008-12-14;49,79
2008-12-15;76,44
2008-12-16;60,64
2008-12-17;62,11
2008-12-18;62,68
2008-12-19;58,27
2008-12-20;56,65
2008-12-21;51,53
2008-12-22;39,54
2008-12-23;39,32
2008-12-24;36,87
2008-12-25;45,10
2008-12-26;43,71
2008-12-27;40,19
2008-12-28;34,70
2008-12-29;39,97
2008-12-30;34,13
