fecha;tmax
2008-12-01;304,20
2008-12-02;298,60
2008-12-03;298,80
2008-12-04;302,90
2008-12-05;308,50
2008-12-06;312,20
2008-12-07;311,70
2008-12-08;311,20
2008-12-09;313,40
2008-12-10;313,00
2008-12-11;298,60
2008-12-12;300,70
2008-12-13;304,90
2008-12-14;305,40
2008-12-15;312,20
2008-12-16;309,90
2008-12-17;309,50
2008-12-18;305,10
2008-12-19;313,60
2008-12-20;303,80
2008-12-21;311,20
2008-12-22;312,40
2008-12-23;310,40
2008-12-24;312,90
2008-12-25;312,20
2008-12-26;304,80
2008-12-27;300,10
2008-12-28;299,10
2008-12-29;304,30
2008-12-30;308,60
