fecha;tmax
2008-12-01;302,30
2008-12-02;302,00
2008-12-03;300,40
2008-12-04;302,00
2008-12-05;304,60
2008-12-06;306,60
2008-12-07;310,80
2008-12-08;307,20
2008-12-09;308,50
2008-12-10;307,20
2008-12-11;308,20
2008-12-12;311,00
2008-12-13;312,20
2008-12-14;312,60
2008-12-15;313,50
2008-12-16;314,20
2008-12-17;314,70
2008-12-18;311,90
2008-12-19;297,30
2008-12-20;295,20
2008-12-21;304,80
2008-12-22;306,10
2008-12-23;307,30
2008-12-24;310,80
2008-12-25;311,70
2008-12-26;312,10
2008-12-27;307,70
2008-12-28;296,30
2008-12-29;306,00
2008-12-30;308,00
