fecha;tmax
2008-12-01;301,80
2008-12-02;303,20
2008-12-03;302,70
2008-12-04;303,60
2008-12-05;304,60
2008-12-06;310,90
2008-12-07;301,60
2008-12-08;310,10
2008-12-09;313,00
2008-12-10;310,80
2008-12-11;307,50
2008-12-12;308,10
2008-12-13;314,50
2008-12-14;310,50
2008-12-15;307,20
2008-12-16;302,30
2008-12-17;303,90
2008-12-18;307,70
2008-12-19;305,80
2008-12-20;301,20
2008-12-21;304,40
2008-12-22;303,80
2008-12-23;304,10
2008-12-24;301,10
2008-12-25;305,60
2008-12-26;303,90
2008-12-27;309,50
2008-12-28;305,50
2008-12-29;298,80
2008-12-30;308,80
