fecha;tmax
2008-12-01;302,40
2008-12-02;305,00
2008-12-03;303,50
2008-12-04;304,10
2008-12-05;306,20
2008-12-06;307,70
2008-12-07;307,80
2008-12-08;311,20
2008-12-09;311,20
2008-12-10;301,30
2008-12-11;301,10
2008-12-12;307,70
2008-12-13;309,90
2008-12-14;311,60
2008-12-15;301,10
2008-12-16;304,20
2008-12-17;310,20
2008-12-18;311,70
2008-12-19;307,80
2008-12-20;299,30
2008-12-21;299,20
2008-12-22;295,90
2008-12-23;302,30
2008-12-24;297,00
2008-12-25;301,60
2008-12-26;299,70
2008-12-27;306,00
2008-12-28;304,50
2008-12-29;304,50
2008-12-30;305,10
