fecha;precip
2008-12-01;1,64
2008-12-02;0,00
2008-12-03;0,00
2008-12-04;0,00
2008-12-05;0,00
2008-12-06;0,00
2008-12-07;0,00
2008-12-08;0,73
2008-12-09;3,24
2008-12-10;14,19
2008-12-11;174,25
2008-12-12;0,00
2008-12-13;0,00
2008-12-14;0,00
2008-12-15;0,00
2008-12-16;0,00
2008-12-17;1,45
2008-12-18;63,87
2008-12-19;12,55
2008-12-20;43,39
2008-12-21;19,46
2008-12-22;0,06
2008-12-23;11,75
2008-12-24;14,00
2008-12-25;5,94
2008-12-26;1,30
2008-12-27;0,58
2008-12-28;0,04
2008-12-29;0,00
2008-12-30;13,11
