fecha;tmax
2008-12-01;301,80
2008-12-02;303,90
2008-12-03;304,00
2008-12-04;303,30
2008-12-05;303,10
2008-12-06;303,80
2008-12-07;310,60
2008-12-08;307,90
2008-12-09;303,90
2008-12-10;310,10
2008-12-11;312,40
2008-12-12;305,50
2008-12-13;309,90
2008-12-14;306,70
2008-12-15;304,80
2008-12-16;309,70
2008-12-17;311,00
2008-12-18;310,90
2008-12-19;313,30
2008-12-20;312,30
2008-12-21;311,30
2008-12-22;305,30
2008-12-23;296,60
2008-12-24;300,60
2008-12-25;304,50
2008-12-26;306,10
2008-12-27;307,80
2008-12-28;309,40
2008-12-29;307,90
2008-12-30;298,70
