fecha;precip
2009-03-09;0,00
2009-03-10;0,48
2009-03-11;0,67
2009-03-12;0,00
2009-03-13;0,00
2009-03-14;0,00
2009-03-15;1,75
2009-03-16;4,34
2009-03-17;8,06
2009-03-18;57,69
2009-03-19;1,23
2009-03-20;3,84
2009-03-21;56,01
2009-03-22;3,20
2009-03-23;0,00
2009-03-24;0,00
2009-03-25;0,15
2009-03-26;9,87
2009-03-27;63,55
2009-03-28;4,06
2009-03-29;33,24
2009-03-30;2,10
2009-03-31;0,06
2009-04-01;4,10
2009-04-02;0,78
2009-04-03;15,92
2009-04-04;5,83
2009-04-05;111,50
2009-04-06;1,64
2009-04-07;1,04
