fecha;radsup
2009-03-09;19,52
2009-03-10;16,98
2009-03-11;12,91
2009-03-12;21,73
2009-03-13;22,25
2009-03-14;23,08
2009-03-15;22,88
2009-03-16;20,81
2009-03-17;11,55
2009-03-18;16,71
2009-03-19;9,52
2009-03-20;7,26
2009-03-21;18,98
2009-03-22;10,34
2009-03-23;19,80
2009-03-24;22,04
2009-03-25;10,03
2009-03-26;20,83
2009-03-27;21,52
2009-03-28;17,33
2009-03-29;18,45
2009-03-30;21,68
2009-03-31;21,79
2009-04-01;19,68
2009-04-02;17,28
2009-04-03;13,52
2009-04-04;20,02
2009-04-05;17,59
2009-04-06;9,13
2009-04-07;1,18
