fecha;hrmean
2009-03-09;49,33
2009-03-10;58,01
2009-03-11;73,35
2009-03-12;64,12
2009-03-13;50,98
2009-03-14;50,54
2009-03-15;43,99
2009-03-16;41,98
2009-03-17;40,35
2009-03-18;73,06
2009-03-19;77,77
2009-03-20;64,65
2009-03-21;68,48
2009-03-22;79,91
2009-03-23;44,93
2009-03-24;49,40
2009-03-25;46,74
2009-03-26;46,60
2009-03-27;42,93
2009-03-28;40,17
2009-03-29;41,25
2009-03-30;39,32
2009-03-31;29,39
2009-04-01;49,40
2009-04-02;56,88
2009-04-03;60,65
2009-04-04;54,98
2009-04-05;45,99
2009-04-06;81,67
2009-04-07;97,20
