fecha;hrmean
2009-03-09;51,31
2009-03-10;58,60
2009-03-11;87,39
2009-03-12;67,79
2009-03-13;61,31
2009-03-14;50,95
2009-03-15;49,09
2009-03-16;56,73
2009-03-17;98,09
2009-03-18;91,29
2009-03-19;76,79
2009-03-20;62,79
2009-03-21;65,37
2009-03-22;95,60
2009-03-23;81,03
2009-03-24;75,75
2009-03-25;82,70
2009-03-26;78,94
2009-03-27;88,08
2009-03-28;82,43
2009-03-29;62,03
2009-03-30;64,45
2009-03-31;58,49
2009-04-01;61,05
2009-04-02;71,78
2009-04-03;79,80
2009-04-04;72,31
2009-04-05;74,08
2009-04-06;66,92
2009-04-07;63,06
