fecha;velviento
2009-03-09;2,55
2009-03-10;2,77
2009-03-11;1,92
2009-03-12;1,16
2009-03-13;1,11
2009-03-14;1,01
2009-03-15;1,84
2009-03-16;3,45
2009-03-17;5,36
2009-03-18;3,51
2009-03-19;2,12
2009-03-20;5,03
2009-03-21;3,78
2009-03-22;2,38
2009-03-23;1,85
2009-03-24;2,05
2009-03-25;2,08
2009-03-26;1,49
2009-03-27;1,77
2009-03-28;2,17
2009-03-29;2,91
2009-03-30;2,38
2009-03-31;2,55
2009-04-01;3,46
2009-04-02;2,22
2009-04-03;1,94
2009-04-04;2,96
2009-04-05;3,21
2009-04-06;2,14
2009-04-07;2,24
